3748,1,1,3765
3748,2,1,3765
3748,3,1,3765
3748,4,1,3765
3748,5,1,3765
3748,6,1,3765
3748,7,1,3765
3748,8,1,3765
3748,9,1,3765
3748,10,1,3765
3748,11,1,3765
3748,15,1,3765
3748,16,1,3765
3748,17,1,3765
3748,18,1,3765
3748,19,1,3765
3748,20,1,3765
3748,21,1,3765
3748,22,1,3765
14642,4,1,3765
14642,5,1,3765
14642,18,1,3765
14642,6,1,3765
14642,19,1,3765
14642,8,1,3765
14642,7,1,3765
14642,20,1,3765
14642,21,1,3765
14642,22,1,3765
14642,3,1,3765
14642,9,1,3765
14642,15,1,3765
14642,1,1,14641
14642,11,1,14641
14642,16,1,14641
14642,2,1,14641
14642,10,1,14641
14642,17,1,14641
14644,4,1,3765
14644,5,1,3765
14644,18,1,3765
14644,6,1,3765
14644,19,1,3765
14644,8,1,3765
14644,7,1,3765
14644,20,1,3765
14644,21,1,3765
14644,22,1,3765
14644,3,1,3765
14644,9,1,3765
14644,15,1,3765
14644,1,1,14643
14644,11,1,14643
14644,16,1,14643
14644,2,1,14643
14644,10,1,14643
14644,17,1,14643
14646,4,1,3765
14646,5,1,3765
14646,18,1,3765
14646,6,1,3765
14646,19,1,3765
14646,8,1,3765
14646,7,1,3765
14646,20,1,3765
14646,21,1,3765
14646,22,1,3765
14646,3,1,3765
14646,9,1,3765
14646,15,1,3765
14646,1,1,14645
14646,11,1,14645
14646,16,1,14645
14646,2,1,14645
14646,10,1,14645
14646,17,1,14645
14648,4,1,3765
14648,5,1,3765
14648,18,1,3765
14648,6,1,3765
14648,19,1,3765
14648,8,1,3765
14648,7,1,3765
14648,20,1,3765
14648,21,1,3765
14648,22,1,3765
14648,3,1,3765
14648,9,1,3765
14648,15,1,3765
14648,1,1,14647
14648,11,1,14647
14648,16,1,14647
14648,2,1,14647
14648,10,1,14647
14648,17,1,14647
14650,4,1,3765
14650,5,1,3765
14650,18,1,3765
14650,6,1,3765
14650,19,1,3765
14650,8,1,3765
14650,7,1,3765
14650,20,1,3765
14650,21,1,3765
14650,22,1,3765
14650,3,1,3765
14650,9,1,3765
14650,15,1,3765
14650,1,1,14649
14650,11,1,14649
14650,16,1,14649
14650,2,1,14649
14650,10,1,14649
14650,17,1,14649
14652,4,1,3765
14652,5,1,3765
14652,18,1,3765
14652,6,1,3765
14652,19,1,3765
14652,8,1,3765
14652,7,1,3765
14652,20,1,3765
14652,21,1,3765
14652,22,1,3765
14652,3,1,3765
14652,9,1,3765
14652,15,1,3765
14652,1,1,14651
14652,11,1,14651
14652,16,1,14651
14652,2,1,14651
14652,10,1,14651
14652,17,1,14651
14654,4,1,3765
14654,5,1,3765
14654,18,1,3765
14654,6,1,3765
14654,19,1,3765
14654,8,1,3765
14654,7,1,3765
14654,20,1,3765
14654,21,1,3765
14654,22,1,3765
14654,3,1,3765
14654,9,1,3765
14654,15,1,3765
14654,1,1,14653
14654,11,1,14653
14654,16,1,14653
14654,2,1,14653
14654,10,1,14653
14654,17,1,14653
14656,4,1,3765
14656,5,1,3765
14656,18,1,3765
14656,6,1,3765
14656,19,1,3765
14656,8,1,3765
14656,7,1,3765
14656,20,1,3765
14656,21,1,3765
14656,22,1,3765
14656,3,1,3765
14656,9,1,3765
14656,15,1,3765
14656,1,1,14655
14656,11,1,14655
14656,16,1,14655
14656,2,1,14655
14656,10,1,14655
14656,17,1,14655
14658,4,1,3765
14658,5,1,3765
14658,18,1,3765
14658,6,1,3765
14658,19,1,3765
14658,8,1,3765
14658,7,1,3765
14658,20,1,3765
14658,21,1,3765
14658,22,1,3765
14658,3,1,3765
14658,9,1,3765
14658,15,1,3765
14658,1,1,14657
14658,11,1,14657
14658,16,1,14657
14658,2,1,14657
14658,10,1,14657
14658,17,1,14657
14660,4,1,3765
14660,5,1,3765
14660,18,1,3765
14660,6,1,3765
14660,19,1,3765
14660,8,1,3765
14660,7,1,3765
14660,20,1,3765
14660,21,1,3765
14660,22,1,3765
14660,3,1,3765
14660,9,1,3765
14660,15,1,3765
14660,1,1,14659
14660,11,1,14659
14660,16,1,14659
14660,2,1,14659
14660,10,1,14659
14660,17,1,14659
14662,4,1,3765
14662,5,1,3765
14662,18,1,3765
14662,6,1,3765
14662,19,1,3765
14662,8,1,3765
14662,7,1,3765
14662,20,1,3765
14662,21,1,3765
14662,22,1,3765
14662,3,1,3765
14662,9,1,3765
14662,15,1,3765
14662,1,1,14661
14662,11,1,14661
14662,16,1,14661
14662,2,1,14661
14662,10,1,14661
14662,17,1,14661
14664,4,1,3765
