10115,pg_proc_oid_index,11,p,False,False,True,1255,0,2690,0,0, , , ,True,0,True,[1],,,,,,,
10116,pg_proc_proname_args_nsp_index,11,u,False,False,True,1255,0,2691,0,0, , , ,True,0,True,"[2, 20, 3]",,,,,,,
10117,pg_type_oid_index,11,p,False,False,True,1247,0,2703,0,0, , , ,True,0,True,[1],,,,,,,
10118,pg_type_typname_nsp_index,11,u,False,False,True,1247,0,2704,0,0, , , ,True,0,True,"[2, 3]",,,,,,,
10119,pg_attribute_relid_attnam_index,11,u,False,False,True,1249,0,2658,0,0, , , ,True,0,True,"[1, 2]",,,,,,,
10120,pg_attribute_relid_attnum_index,11,p,False,False,True,1249,0,2659,0,0, , , ,True,0,True,"[1, 5]",,,,,,,
10121,pg_class_oid_index,11,p,False,False,True,1259,0,2662,0,0, , , ,True,0,True,[1],,,,,,,
10122,pg_class_relname_nsp_index,11,u,False,False,True,1259,0,2663,0,0, , , ,True,0,True,"[2, 3]",,,,,,,
10123,pg_attrdef_adrelid_adnum_index,11,u,False,False,True,2604,0,2656,0,0, , , ,True,0,True,"[2, 3]",,,,,,,
10124,pg_attrdef_oid_index,11,p,False,False,True,2604,0,2657,0,0, , , ,True,0,True,[1],,,,,,,
10125,pg_constraint_conrelid_contypid_conname_index,11,u,False,False,True,2606,0,2665,0,0, , , ,True,0,True,"[8, 9, 2]",,,,,,,
10126,pg_constraint_oid_index,11,p,False,False,True,2606,0,2667,0,0, , , ,True,0,True,[1],,,,,,,
10127,pg_inherits_relid_seqno_index,11,p,False,False,True,2611,0,2680,0,0, , , ,True,0,True,"[1, 3]",,,,,,,
10128,pg_index_indexrelid_index,11,p,False,False,True,2610,0,2679,0,0, , , ,True,0,True,[1],,,,,,,
10129,pg_operator_oid_index,11,p,False,False,True,2617,0,2688,0,0, , , ,True,0,True,[1],,,,,,,
10130,pg_operator_oprname_l_r_n_index,11,u,False,False,True,2617,0,2689,0,0, , , ,True,0,True,"[2, 8, 9, 3]",,,,,,,
10131,pg_opfamily_am_name_nsp_index,11,u,False,False,True,2753,0,2754,0,0, , , ,True,0,True,"[2, 3, 4]",,,,,,,
10132,pg_opfamily_oid_index,11,p,False,False,True,2753,0,2755,0,0, , , ,True,0,True,[1],,,,,,,
