16435,1,False,0.0,4,-1.0,2,3,0,0,0,97,97,0,0,0,0,0,0,0,0,,[1.0],,,,"{1,208,416,624,832,1039,1247,1455,1663,1870,2078,2286,2494,2701,2909,3117,3325,3532,3740,3948,4156,4363,4571,4779,4987,5195,5402,5610,5818,6026,6233,6441,6649,6857,7064,7272,7480,7688,7895,8103,8311,8519,8726,8934,9142,9350,9557,9765,9973,10181,10389,10596,10804,11012,11220,11427,11635,11843,12051,12258,12466,12674,12882,13089,13297,13505,13713,13920,14128,14336,14544,14751,14959,15167,15375,15583,15790,15998,16206,16414,16621,16829,17037,17245,17452,17660,17868,18076,18283,18491,18699,18907,19114,19322,19530,19738,19945,20153,20361,20569,20777}",,,,
16435,2,False,0.0,16,-1.0,2,3,0,0,0,2974,2974,0,0,0,0,0,0,0,0,,[-0.004999525],,,,"{00021813-91ef-4a97-9682-0d2ac8c9ea97,02a9972e-71d2-4f1a-be39-1a7aefc0463d,053697de-c943-40c1-8110-05dd1cd0fa66,07bd5b45-5386-4df2-b341-cfa28e10b261,0a4f95b5-d9d6-4975-a8e6-9265e71f827f,0c7215a9-2ef3-4783-8d19-a8ef3b6d6b4f,0f09c562-625d-4cd9-8a46-8693f866cdf8,1181698f-5197-402d-ad0e-01773881994a,13c620e0-bbf8-48eb-8442-6ece7289b9fc,1637fa5f-fe11-4a5c-a0bb-00e11eebc44c,18977617-7aa9-4f58-a01d-17c1b7ed96ad,1b16a10c-0dae-4eb9-b0dc-0ef4ce31b2fd,1dc39a28-b5ce-4843-b902-e5abfa7787dc,20846ff0-710e-48a4-bd80-ae4cf001632a,230b2611-64fe-40f9-a10a-2c04a91b1ebe,250d1812-2a0c-420a-9cee-062747997074,27c39f90-05ab-4b22-ba82-2eb475c2b166,2a481d50-4924-4f86-a026-0c50be880c42,2d2a58da-1764-41bb-8676-3f0da6ca44ca,2fc20050-3e09-4cb6-8099-23214c1a871a,3293e43e-9258-4353-ac5f-cd5f7311de96,35062a28-a143-4812-bbbc-af67953fa18f,37b4751a-1ec5-4fe1-b8f4-01f0b40da45e,3a33eb25-feda-40bc-b92a-dcf6a2790dff,3cbc3a99-0b35-40c5-aab7-5f984e589a52,3f3e643f-dc28-46d0-8c2c-c0c7871b2d7d,41dd2d9f-2a17-4b34-a8e6-b647dd2cbd25,448ad6c6-fca3-44ab-be8e-b72ac81bd11f,46cbb1d6-f814-4542-9f62-0a3060e32fc8,4992735a-e790-426c-813f-4ce596e3e73a,4c1e6add-69ac-489e-9b21-90dd8a830ed6,4ed69a49-f513-484f-b19a-dbf432ce1a9e,51a67261-ebea-4691-a738-0d864218ac33,547499c5-0b9f-4a22-b9f2-0e8adb3e0dd6,5758a9ad-25aa-41dd-b57d-95f44f4406ba,5a1ef43c-8ab6-4810-845f-917a21ae227f,5c9afdac-d04f-465e-99da-74853abe2abe,5f048ad2-c33d-47e7-bd1a-9e8c3c2f23ba,616e2e04-4958-4db2-875c-580d92385d1c,63ea9f38-4aab-4d27-9309-3992c483a58b,6666c8cb-8731-48aa-aa74-20c949939a11,68f03266-0823-4399-bd32-bb51175b2b5e,6bae2a23-4e56-4303-b781-ea3d902fb842,6e2ced15-8519-49ea-8694-e359689622d4,709be397-61e8-4120-a58f-973b4d510f58,73115ce6-902d-4ef5-8e77-107893a38f0f,75b24468-b975-46d9-a7c6-62e3f91c0a28,783cd3f9-55cc-4d21-8087-24a388902825,7aca5df3-f633-4ea5-b7b5-049dec81d819,7d3f54ca-1077-4010-9b31-e1a47571df74,7fec8141-d79f-4a19-8efb-d10684059334,82a892b1-a2d8-4942-98a0-c806be3578b1,8551adaa-9684-411e-9f1b-33c60d704810,87f2e598-6a4c-4d90-83aa-ad457fe49e13,8a9712aa-9d4f-48a2-b9c6-79f1cc509ee3,8cfcc77a-8a7f-464f-87c4-2a70eed4c319,8fc5e2b0-452c-485f-baa5-0e6ea5687b12,924dd904-fbf4-4e82-958b-7d2c4a5ab0c8,9506728a-1f97-413b-a110-d3dc5acfd9c9,97af29b5-45d0-4b9c-85df-0346809791af,9a6e2b83-9089-4473-9f3c-0b4c117b5435,9cd6f510-4f6c-4a24-a6cf-9bbeeb00a76e,9f975d55-c579-4640-82cb-261c960a239f,a29b3bb6-4bde-46b8-9fd0-427255d00c76,a507e2c7-2b52-4191-8655-d8543f30e704,a763aa0e-18d8-4c68-a391-04b4e9150dc6,aa2bc7df-3067-4f45-9443-6c2e6e2fa7f9,ac78f9d1-f06e-417f-88c4-184bfd1cb33a,aeddaade-5fc1-4c19-9e95-243d1c9d8a16,b16ecdd0-32c7-465c-83de-da558cf815b8,b3d749bb-82d7-450a-80f0-13dc7904ba1b,b68a8f9e-8aa4-4f1b-bdf6-92af438ad393,b9184294-6ecf-4c0b-8eb4-06f843056cd5,bb7f51b1-22fe-46e6-947d-61d6b06f25ff,be2df36f-5256-433b-b304-dcdc2e9bd7a3,c089bcd2-53d1-44cc-80df-777fe225aad7,c31c404d-29c9-4b4c-b6aa-301d7c6696d5,c5ad4200-ddfa-4d57-b7f4-edcd1c9ab06d,c81ca589-d678-4e98-9a69-210cc594e224,ca99e936-467e-4027-a0fe-8f3f1659d63b,cd11b058-f7f7-4509-9e8a-f7c2c97e4811,cf8cdf85-27d1-4d27-903d-b1712ee89f5d,d1e3bde0-93ef-41b0-afae-c9d35d152abc,d46f6216-c631-4fad-bfe2-2d6c2dc5035d,d6d36833-11c7-4523-a06d-2780995d1965,d95b01fd-e7ab-45f5-9ab0-9c6a796f94da,dc28375a-d7cc-4628-b2f7-0d527d172e82,dea0c55c-7c7f-4832-92ed-e55186fead88,e103a885-1506-4ead-bb7a-bfe4e4afc1fd,e3715653-c06b-4be6-9895-be5d8170ad2f,e60ec0ab-713d-4248-ad69-84e38af2afe0,e8aa9fef-4edd-4aa9-860b-40c762efa781,eb5acc48-658e-466a-86c8-1f4c91a71c16,edd1603a-54b5-4942-ac0a-38a2ee78adf4,f03d73bb-f878-405e-b7f3-b058beb55c62,f304c086-b449-40d5-aac3-d25e42ce44af,f612f146-ecc7-4f65-8bec-c600a807d80a,f89575b0-64fa-48a8-9eb5-15b96c31306f,fb4690f6-a919-4479-b7e8-390d060956de,fd70ffc8-4707-4b02-aaae-aebc282e2cf7,fffb46e5-590b-4ca3-9508-8f5e60870f87}",,,,
16435,3,False,0.0,8,-1.0,2,3,0,0,0,2062,2062,0,0,0,0,0,0,0,0,,[1.0],,,,"{""2017-12-13 13:20:24.15"",""2017-12-13 13:20:34.087"",""2017-12-13 13:21:05.96"",""2017-12-13 13:21:12.693"",""2017-12-13 13:21:19.18"",""2017-12-13 13:21:25.587"",""2017-12-13 13:21:32.727"",""2017-12-13 13:21:39.757"",""2017-12-13 13:21:46.617"",""2017-12-13 13:21:55.303"",""2017-12-13 13:22:03.647"",""2017-12-13 13:22:18.07"",""2017-12-13 13:22:27.883"",""2017-12-13 13:22:39.757"",""2017-12-13 13:22:51.38"",""2017-12-13 13:23:03.1"",""2017-12-13 13:23:15.663"",""2017-12-13 13:23:28.24"",""2017-12-13 13:23:42.037"",""2017-12-13 13:23:55.257"",""2017-12-13 13:24:09.88"",""2017-12-13 13:24:23.397"",""2017-12-13 13:24:36.88"",""2017-12-13 13:24:51.66"",""2017-12-13 13:25:05.21"",""2017-12-13 13:25:19.817"",""2017-12-13 13:25:34.583"",""2017-12-13 13:25:49.19"",""2017-12-13 13:26:03.923"",""2017-12-13 13:26:20.19"",""2017-12-13 13:26:34.58"",""2017-12-13 13:26:49.613"",""2017-12-13 13:27:05.253"",""2017-12-13 13:27:21.503"",""2017-12-13 13:27:36.487"",""2017-12-13 13:27:51.207"",""2017-12-13 13:28:06.47"",""2017-12-13 13:28:23.003"",""2017-12-13 13:28:39.377"",""2017-12-13 13:28:55.05"",""2017-12-13 13:29:11.27"",""2017-12-13 13:29:27.957"",""2017-12-13 13:29:51.863"",""2017-12-13 13:30:16.77"",""2017-12-13 13:30:43.44"",""2017-12-13 13:31:01.13"",""2017-12-13 13:31:18.393"",""2017-12-13 13:31:34.067"",""2017-12-13 13:31:51.537"",""2017-12-13 13:32:08.973"",""2017-12-13 13:32:24.41"",""2017-12-13 13:32:44.787"",""2017-12-13 13:33:03.333"",""2017-12-13 13:33:19.96"",""2017-12-13 13:33:36.037"",""2017-12-13 13:33:53.35"",""2017-12-13 13:34:11.583"",""2017-12-13 13:34:27.96"",""2017-12-13 13:34:44.91"",""2017-12-13 13:35:05.99"",""2017-12-13 13:35:23.567"",""2017-12-13 13:35:39.66"",""2017-12-13 13:35:57.177"",""2017-12-13 13:36:15.1"",""2017-12-13 13:36:31.753"",""2017-12-13 13:36:48.02"",""2017-12-13 13:37:05.24"",""2017-12-13 13:37:22.643"",""2017-12-13 13:37:40.083"",""2017-12-13 13:38:00.05"",""2017-12-13 13:38:17.863"",""2017-12-13 13:38:35.38"",""2017-12-13 13:38:52.99"",""2017-12-13 13:39:10.613"",""2017-12-13 13:39:29.363"",""2017-12-13 13:39:46.423"",""2017-12-13 13:40:04.253"",""2017-12-13 13:40:22.05"",""2017-12-13 13:40:40.91"",""2017-12-13 13:40:59.613"",""2017-12-13 13:41:17.27"",""2017-12-13 13:41:38.66"",""2017-12-13 13:41:56.317"",""2017-12-13 13:42:14.44"",""2017-12-13 13:42:31.707"",""2017-12-13 13:42:49.597"",""2017-12-13 13:43:06.91"",""2017-12-13 13:43:24.063"",""2017-12-13 13:43:41.563"",""2017-12-13 13:44:00.737"",""2017-12-13 13:44:18.517"",""2017-12-13 13:44:36.47"",""2017-12-13 13:44:54.127"",""2017-12-13 13:45:12.11"",""2017-12-13 13:45:30.08"",""2017-12-13 13:45:47.547"",""2017-12-13 13:46:11.233"",""2017-12-13 13:46:28.437"",""2017-12-13 13:46:46.86"",""2017-12-13 13:47:04.25"",""2017-12-13 13:47:22.467""}",,,,
16441,1,False,0.0,4,-1.0,2,3,0,0,0,97,97,0,0,0,0,0,0,0,0,,[1.0],,,,"{1,200,509,909,1307,1703,2003,2203,2403,2603,2803,3002,3202,3402,3601,3801,4001,4201,4400,4600,4800,4999,5199,5399,5599,5798,5998,6198,6397,6597,6797,6997,7196,7396,7596,7795,7995,8195,8394,8594,8794,8994,9193,9393,9593,9792,9992,10192,10392,10591,10791,10991,11190,11390,11590,11790,11989,12189,12389,12588,12788,12988,13188,13387,13587,13787,13986,14186,14386,14585,14785,14985,15185,15384,15584,15784,15983,16183,16383,16583,16782,16982,17182,17381,17581,17781,17981,18180,18380,18580,18779,18979,19179,19379,19578,19778,19978,20177,20377,20577,20777}",,,,
16441,2,False,0.0,3,6.0,1,3,0,0,0,1054,1058,0,0,0,100,100,0,0,0,"[0.9254957, 0.037702784, 0.014470259, 0.013669137, 0.0078109354, 0.0008511917]",[0.74257696],,,,"{IN,SC,GC,EM,VC,SP}",,,,
16441,3,False,0.0,1,1.0,1,3,0,0,0,91,58,0,0,0,0,0,0,0,0,[1.0],[1.0],,,,{f},,,,
16441,4,False,0.9494793,4,6.0,1,3,0,0,0,98,664,0,0,0,100,100,0,0,0,"[0.028890446, 0.02077909, 0.0005507711, 0.0001502103, 0.0001001402]",[0.54177386],,,,"{Mr.,Ms.,Sr.,Sra.,Mrs.}",,,,
16441,5,False,0.0,6,1018.0,1,2,3,0,0,98,664,664,0,0,100,100,100,0,0,"[0.00515722, 0.0049569397, 0.0048567997, 0.0048567997, 0.0048067295, 0.0046565193, 0.0046565193, 0.0046565193, 0.004606449, 0.004606449, 0.004606449, 0.004556379, 0.004506309, 0.004506309, 0.004506309, 0.004506309, 0.004456239, 0.004456239, 0.0044061686, 0.0044061686, 0.0043560984, 0.0043560984, 0.0042559584, 0.0039054677, 0.0038553975, 0.0038053275, 0.0037552575, 0.0037552575, 0.0036551172, 0.0036551172, 0.0036551172, 0.0036551172, 0.0036551172, 0.003605047, 0.003605047, 0.003554977, 0.003554977, 0.003554977, 0.003554977, 0.003554977, 0.0035049068, 0.0035049068, 0.0035049068, 0.0035049068, 0.0034548368, 0.0034548368, 0.0034548368, 0.0034548368, 0.0034548368, 0.0034047668, 0.0034047668, 0.0033546966, 0.0033546966, 0.0033046266, 0.0032545563, 0.0032044863, 0.0032044863, 0.0032044863, 0.003154416, 0.003104346, 0.0030042059, 0.0030042059, 0.0030042059, 0.0029541359, 0.0029541359, 0.0029040657, 0.0028039254, 0.0027538554, 0.0027037852, 0.0027037852, 0.0027037852, 0.0027037852, 0.0027037852, 0.0026537152, 0.0026537152, 0.0026537152, 0.0026537152, 0.0026537152, 0.0026036452, 0.0026036452, 0.0026036452, 0.0026036452, 0.002553575, 0.002553575, 0.002553575, 0.002553575, 0.002553575, 0.002553575, 0.002553575, 0.002553575, 0.002553575, 0.002553575, 0.002503505, 0.002503505, 0.002503505, 0.002503505, 0.002503505, 0.0024534347, 0.0024534347, 0.0024033647]",,[0.014609617],,,"{Richard,Katherine,James,Marcus,Jennifer,Alexandra,Dalton,Lucas,Isabella,Morgan,Seth,Natalie,Eduardo,Kaitlyn,Robert,Sydney,Ian,Julia,Chloe,Xavier,David,Devin,Thomas,Jonathan,Jordan,Abigail,Jose,Nathan,Jessica,Logan,Miguel,Noah,Samuel,Edward,Nicole,Anna,Blake,Charles,Rachel,Taylor,Hunter,Megan,Stephanie,Wyatt,Amanda,Destiny,Grace,Lauren,Victoria,Brianna,Emma,Alyssa,Olivia,Gabrielle,Fernando,Hailey,Maria,Michele,Eric,Jasmine,Haley,Kevin,Ryan,Benjamin,Jack,John,Aaron,Luis,Brandon,Christian,Dylan,Gabriel,Michael,Adam,Ethan,Jackson,Luke,Sean,Caleb,Elizabeth,Jay,Justin,Alex,Ashley,Barbara,Cameron,Carlos,Connor,Jason,Kyle,Roger,Zachary,Angela,Austin,Elijah,Jaime,Sara,Emily,Madison,Alejandro}","{A.,Aimee,Alexandria,Alfredo,Allison,Amy,Andrew,Ann,Arianna,Arturo,Bailey,Billy,Brandi,Brian,Brooke,Byron,Carl,Carolyn,Cassandra,Cedric,Chris,Cindy,Clifford,Colleen,Cristian,Dale,Danielle,Dawn,Deena,Devon,Donals,Ebony,Edwin,Erin,Evelyn,Frank,Gabriella,George,Gina,Guy,Heidi,Isabel,Jaclyn,Jacquelyn,Jan,Javier,Jeremiah,Jerome,Jill,Jocelyn,Johnny,Jorge,Juan,Kara,Karla,Katie,Kaylee,Kelsey,Kimberly,Kristina,Kyley,Latoya,Leslie,Lisa,Lynn,Mandy,Mariah,Mark,Mary,Maurice,Melanie,Meredith,Min,Monica,Nathaniel,Nicolas,Ovidiu,Patrick,Philip,Rafael,Raul,Reginald,Rob,Rosa,Ruben,Samantha,Savannah,Shannon,Sheena,Spencer,Steve,Suzanne,Tanya,Terry,Timothy,Tonya,Tristan,Veronica,Warren,William,Zoe}",,,
16441,6,False,0.42554575,2,71.0,1,2,3,0,0,98,664,664,0,0,100,100,100,0,0,"[0.06604246, 0.06373923, 0.057129983, 0.0500701, 0.04691568, 0.036851592, 0.034998998, 0.028740237, 0.024634488, 0.018075306, 0.016673343, 0.014570398, 0.013619067, 0.013368716, 0.013218506, 0.012066893, 0.011315842, 0.006609253, 0.006609253, 0.0059583415, 0.0048067295, 0.004105748, 0.0032044863, 0.0032044863, 0.0021530143, 0.0020028038, 0.0019527338, 0.0017023834, 0.0011516123, 0.0011516123, 0.001051472, 0.001051472, 0.00090126175, 0.0008511917, 0.0008011216, 0.00045063088, 0.00025035048, 0.0002002804, 0.0001502103, 0.0001502103, 0.0001502103, 0.0001001402, 0.0001001402, 0.0001001402, 0.0001001402, 0.0001001402, 0.0001001402]",,[0.0109295705],,,"{A,L,M,J,C,E,R,D,S,K,W,B,G,T,H,P,F,J.,V,N,I,M.,O,R.,B.,L.,A.,E.,N.,P.,K.,Y,F.,T.,Z,Q,l,U,C.,D.,S.,Ann,""Barreiro Gambaro"",Beth,H.,William,X}","{Brian,Edvaldo,Francesca,G.,Garner,Greg,Hierro,I.,Jan,Lee,Michael,Oliver,Radu,Richard,Rudra,Scott,Sean,""Sergio Da Silva"",Shuo,Slone,Uwaifiokun,Y.,Yuan,Z.}",,,
1255,28,False,0.9830149,1295,-0.016985118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
