2837,2836,2,2,True,False,True,False,True,False,True,False,True,True,False,1 2,0 0,1981 1978,0 0,,
4172,4171,2,2,True,False,True,False,True,False,True,False,True,True,False,1 2,0 0,1981 1978,0 0,,
2831,2830,2,2,True,False,True,False,True,False,True,False,True,True,False,1 2,0 0,1981 1978,0 0,,
2833,2832,2,2,True,False,True,False,True,False,True,False,True,True,False,1 2,0 0,1981 1978,0 0,,
4158,4157,2,2,True,False,True,False,True,False,True,False,True,True,False,1 2,0 0,1981 1978,0 0,,
4160,4159,2,2,True,False,True,False,True,False,True,False,True,True,False,1 2,0 0,1981 1978,0 0,,
2841,2840,2,2,True,False,True,False,True,False,True,False,True,True,False,1 2,0 0,1981 1978,0 0,,
3440,3439,2,2,True,False,True,False,True,False,True,False,True,True,False,1 2,0 0,1981 1978,0 0,,
3431,3430,2,2,True,False,True,False,True,False,True,False,True,True,False,1 2,0 0,1981 1978,0 0,,
2839,2838,2,2,True,False,True,False,True,False,True,False,True,True,False,1 2,0 0,1981 1978,0 0,,
2337,2336,2,2,True,False,True,False,True,False,True,False,True,True,False,1 2,0 0,1981 1978,0 0,,
4146,4145,2,2,True,False,True,False,True,False,True,False,True,True,False,1 2,0 0,1981 1978,0 0,,
2835,2834,2,2,True,False,True,False,True,False,True,False,True,True,False,1 2,0 0,1981 1978,0 0,,
4164,4163,2,2,True,False,True,False,True,False,True,False,True,True,False,1 2,0 0,1981 1978,0 0,,
4178,4177,2,2,True,False,True,False,True,False,True,False,True,True,False,1 2,0 0,1981 1978,0 0,,
2967,2966,2,2,True,False,True,False,True,False,True,False,True,True,False,1 2,0 0,1981 1978,0 0,,
4186,4185,2,2,True,False,True,False,True,False,True,False,True,True,False,1 2,0 0,1981 1978,0 0,,
4176,4175,2,2,True,False,True,False,True,False,True,False,True,True,False,1 2,0 0,1981 1978,0 0,,
2847,2846,2,2,True,False,True,False,True,False,True,False,True,True,False,1 2,0 0,1981 1978,0 0,,
4170,4169,2,2,True,False,True,False,True,False,True,False,True,True,False,1 2,0 0,1981 1978,0 0,,
4148,4147,2,2,True,False,True,False,True,False,True,False,True,True,False,1 2,0 0,1981 1978,0 0,,
4150,4149,2,2,True,False,True,False,True,False,True,False,True,True,False,1 2,0 0,1981 1978,0 0,,
4152,4151,2,2,True,False,True,False,True,False,True,False,True,True,False,1 2,0 0,1981 1978,0 0,,
4174,4173,2,2,True,False,True,False,True,False,True,False,True,True,False,1 2,0 0,1981 1978,0 0,,
4154,4153,2,2,True,False,True,False,True,False,True,False,True,True,False,1 2,0 0,1981 1978,0 0,,
4168,4167,2,2,True,False,True,False,True,False,True,False,True,True,False,1 2,0 0,1981 1978,0 0,,
4182,4181,2,2,True,False,True,False,True,False,True,False,True,True,False,1 2,0 0,1981 1978,0 0,,
4144,4143,2,2,True,False,True,False,True,False,True,False,True,True,False,1 2,0 0,1981 1978,0 0,,
4156,4155,2,2,True,False,True,False,True,False,True,False,True,True,False,1 2,0 0,1981 1978,0 0,,
3599,3598,2,2,True,False,True,False,True,False,True,False,True,True,False,1 2,0 0,1981 1978,0 0,,
4061,4060,2,2,True,False,True,False,True,False,True,False,True,True,False,1 2,0 0,1981 1978,0 0,,
6176,6175,2,2,True,False,True,False,True,False,True,False,True,True,False,1 2,0 0,1981 1978,0 0,,
6245,6244,2,2,True,False,True,False,True,False,True,False,True,True,False,1 2,0 0,1981 1978,0 0,,
4166,4165,2,2,True,False,True,False,True,False,True,False,True,True,False,1 2,0 0,1981 1978,0 0,,
6229,6228,2,2,True,False,True,False,True,False,True,False,True,True,False,1 2,0 0,1981 1978,0 0,,
4184,4183,2,2,True,False,True,False,True,False,True,False,True,True,False,1 2,0 0,1981 1978,0 0,,
16451,16450,2,2,True,False,True,False,True,False,True,False,True,True,False,1 2,0 0,1981 1978,0 0,,
2691,1255,3,3,True,False,False,False,True,False,True,False,True,True,False,2 20 3,950 0 0,10028 10032 1981,0 0 0,,
2704,1247,2,2,True,False,False,False,True,False,True,False,True,True,False,2 3,950 0,10028 1981,0 0,,
2658,1249,2,2,True,False,False,False,True,False,True,False,True,True,False,1 2,0 950,1981 10028,0 0,,
16461,16460,2,2,True,False,True,False,True,False,True,False,True,True,False,1 2,0 0,1981 1978,0 0,,
2663,1259,2,2,True,False,False,False,True,False,True,False,True,True,False,2 3,950 0,10028 1981,0 0,,
3455,1259,2,2,False,False,False,False,True,False,True,False,True,True,False,9 8,0 0,1981 1981,0 0,,
2703,1247,1,1,True,False,True,False,True,False,True,False,True,True,False,1,0,1981,0,,
2659,1249,2,2,True,False,True,False,True,False,True,False,True,True,False,1 5,0 0,1981 1979,0 0,,
2656,2604,2,2,True,False,False,False,True,False,True,False,True,True,False,2 3,0 0,1981 1979,0 0,,
16470,16469,2,2,True,False,True,False,True,False,True,False,True,True,False,1 2,0 0,1981 1978,0 0,,
2664,2606,2,2,False,False,False,False,True,False,True,False,True,True,False,2 3,950 0,10028 1981,0 0,,
2665,2606,3,3,True,False,False,False,True,False,True,False,True,True,False,8 9 2,0 0 950,1981 1981 10028,0 0 0,,
2666,2606,1,1,False,False,False,False,True,False,True,False,True,True,False,9,0,1981,0,,
16479,16478,2,2,True,False,True,False,True,False,True,False,True,True,False,1 2,0 0,1981 1978,0 0,,
2579,2606,1,1,False,False,False,False,True,False,True,False,True,True,False,11,0,1981,0,,
2187,2611,1,1,False,False,False,False,True,False,True,False,True,True,False,2,0,1981,0,,
2678,2610,1,1,False,False,False,False,True,False,True,False,True,True,False,2,0,1981,0,,
2689,2617,4,4,True,False,False,False,True,False,True,False,True,True,False,2 8 9 3,950 0 0 0,10028 1981 1981 1981,0 0 0 0,,
2754,2753,3,3,True,False,False,False,True,False,True,False,True,True,False,2 3 4,0 950 0,1981 10028 1981,0 0 0,,
2686,2616,3,3,True,False,False,False,True,False,True,False,True,True,False,2 3 4,0 950 0,1981 10028 1981,0 0 0,,
2651,2601,1,1,True,False,False,False,True,False,True,False,True,True,False,2,950,10028,0,,
2653,2602,4,4,True,False,False,False,True,False,True,False,True,True,False,2 3 4 5,0 0 0 0,1981 1981 1981 1979,0 0 0 0,,
2654,2602,3,3,True,False,False,False,True,False,True,False,True,True,False,7 6 2,0 0 0,1981 10007 1981,0 0 0,,
2655,2603,4,4,True,False,False,False,True,False,True,False,True,True,False,2 3 4 5,0 0 0 0,1981 1981 1981 1979,0 0 0 0,,
