1255,oid,26,4,1,-1,-1,0,True,i,p,,True,False,False,,,False,True,0,-1,0,,,,
1255,proname,19,64,2,-1,-1,0,False,c,p,,True,False,False,,,False,True,0,-1,950,,,,
1255,pronamespace,26,4,3,-1,-1,0,True,i,p,,True,False,False,,,False,True,0,-1,0,,,,
1255,proowner,26,4,4,-1,-1,0,True,i,p,,True,False,False,,,False,True,0,-1,0,,,,
1255,prolang,26,4,5,-1,-1,0,True,i,p,,True,False,False,,,False,True,0,-1,0,,,,
1255,procost,700,4,6,-1,-1,0,True,i,p,,True,False,False,,,False,True,0,-1,0,,,,
1255,prorows,700,4,7,-1,-1,0,True,i,p,,True,False,False,,,False,True,0,-1,0,,,,
1255,provariadic,26,4,8,-1,-1,0,True,i,p,,True,False,False,,,False,True,0,-1,0,,,,
1255,prosupport,24,4,9,-1,-1,0,True,i,p,,True,False,False,,,False,True,0,-1,0,,,,
1255,prokind,18,1,10,-1,-1,0,True,c,p,,True,False,False,,,False,True,0,-1,0,,,,
1255,prosecdef,16,1,11,-1,-1,0,True,c,p,,True,False,False,,,False,True,0,-1,0,,,,
1255,proleakproof,16,1,12,-1,-1,0,True,c,p,,True,False,False,,,False,True,0,-1,0,,,,
1255,proisstrict,16,1,13,-1,-1,0,True,c,p,,True,False,False,,,False,True,0,-1,0,,,,
1255,proretset,16,1,14,-1,-1,0,True,c,p,,True,False,False,,,False,True,0,-1,0,,,,
1255,provolatile,18,1,15,-1,-1,0,True,c,p,,True,False,False,,,False,True,0,-1,0,,,,
1255,proparallel,18,1,16,-1,-1,0,True,c,p,,True,False,False,,,False,True,0,-1,0,,,,
1255,pronargs,21,2,17,-1,-1,0,True,s,p,,True,False,False,,,False,True,0,-1,0,,,,
1255,pronargdefaults,21,2,18,-1,-1,0,True,s,p,,True,False,False,,,False,True,0,-1,0,,,,
1255,prorettype,26,4,19,-1,-1,0,True,i,p,,True,False,False,,,False,True,0,-1,0,,,,
1255,proargtypes,30,-1,20,-1,-1,1,False,i,p,,True,False,False,,,False,True,0,-1,0,,,,
1255,proallargtypes,1028,-1,21,-1,-1,1,False,i,x,,False,False,False,,,False,True,0,-1,0,,,,
1255,proargmodes,1002,-1,22,-1,-1,1,False,i,x,,False,False,False,,,False,True,0,-1,0,,,,
1255,proargnames,1009,-1,23,-1,-1,1,False,i,x,,False,False,False,,,False,True,0,-1,950,,,,
1255,proargdefaults,194,-1,24,-1,-1,0,False,i,x,,False,False,False,,,False,True,0,-1,950,,,,
1255,protrftypes,1028,-1,25,-1,-1,1,False,i,x,,False,False,False,,,False,True,0,-1,0,,,,
1255,prosrc,25,-1,26,-1,-1,0,False,i,x,,True,False,False,,,False,True,0,-1,950,,,,
1255,probin,25,-1,27,-1,-1,0,False,i,x,,False,False,False,,,False,True,0,-1,950,,,,
1255,prosqlbody,194,-1,28,-1,-1,0,False,i,x,,False,False,False,,,False,True,0,-1,950,,,,
1255,proconfig,1009,-1,29,-1,-1,1,False,i,x,,False,False,False,,,False,True,0,-1,950,,,,
1255,proacl,1034,-1,30,-1,-1,1,False,d,x,,False,False,False,,,False,True,0,-1,0,,,,
1255,ctid,27,6,-1,-1,-1,0,False,s,p,,True,False,False,,,False,True,0,0,0,,,,
1255,xmin,28,4,-2,-1,-1,0,True,i,p,,True,False,False,,,False,True,0,0,0,,,,
1255,cmin,29,4,-3,-1,-1,0,True,i,p,,True,False,False,,,False,True,0,0,0,,,,
1255,xmax,28,4,-4,-1,-1,0,True,i,p,,True,False,False,,,False,True,0,0,0,,,,
1255,cmax,29,4,-5,-1,-1,0,True,i,p,,True,False,False,,,False,True,0,0,0,,,,
1255,tableoid,26,4,-6,-1,-1,0,True,i,p,,True,False,False,,,False,True,0,0,0,,,,
1247,oid,26,4,1,-1,-1,0,True,i,p,,True,False,False,,,False,True,0,-1,0,,,,
1247,typname,19,64,2,-1,-1,0,False,c,p,,True,False,False,,,False,True,0,-1,950,,,,
1247,typnamespace,26,4,3,-1,-1,0,True,i,p,,True,False,False,,,False,True,0,-1,0,,,,
1247,typowner,26,4,4,-1,-1,0,True,i,p,,True,False,False,,,False,True,0,-1,0,,,,
1247,typlen,21,2,5,-1,-1,0,True,s,p,,True,False,False,,,False,True,0,-1,0,,,,
1247,typbyval,16,1,6,-1,-1,0,True,c,p,,True,False,False,,,False,True,0,-1,0,,,,
1247,typtype,18,1,7,-1,-1,0,True,c,p,,True,False,False,,,False,True,0,-1,0,,,,
1247,typcategory,18,1,8,-1,-1,0,True,c,p,,True,False,False,,,False,True,0,-1,0,,,,
1247,typispreferred,16,1,9,-1,-1,0,True,c,p,,True,False,False,,,False,True,0,-1,0,,,,
1247,typisdefined,16,1,10,-1,-1,0,True,c,p,,True,False,False,,,False,True,0,-1,0,,,,
1247,typdelim,18,1,11,-1,-1,0,True,c,p,,True,False,False,,,False,True,0,-1,0,,,,
1247,typrelid,26,4,12,-1,-1,0,True,i,p,,True,False,False,,,False,True,0,-1,0,,,,
1247,typsubscript,24,4,13,-1,-1,0,True,i,p,,True,False,False,,,False,True,0,-1,0,,,,
1247,typelem,26,4,14,-1,-1,0,True,i,p,,True,False,False,,,False,True,0,-1,0,,,,
1247,typarray,26,4,15,-1,-1,0,True,i,p,,True,False,False,,,False,True,0,-1,0,,,,
1247,typinput,24,4,16,-1,-1,0,True,i,p,,True,False,False,,,False,True,0,-1,0,,,,
1247,typoutput,24,4,17,-1,-1,0,True,i,p,,True,False,False,,,False,True,0,-1,0,,,,
1247,typreceive,24,4,18,-1,-1,0,True,i,p,,True,False,False,,,False,True,0,-1,0,,,,
1247,typsend,24,4,19,-1,-1,0,True,i,p,,True,False,False,,,False,True,0,-1,0,,,,
1247,typmodin,24,4,20,-1,-1,0,True,i,p,,True,False,False,,,False,True,0,-1,0,,,,
1247,typmodout,24,4,21,-1,-1,0,True,i,p,,True,False,False,,,False,True,0,-1,0,,,,
1247,typanalyze,24,4,22,-1,-1,0,True,i,p,,True,False,False,,,False,True,0,-1,0,,,,
1247,typalign,18,1,23,-1,-1,0,True,c,p,,True,False,False,,,False,True,0,-1,0,,,,
1247,typstorage,18,1,24,-1,-1,0,True,c,p,,True,False,False,,,False,True,0,-1,0,,,,
1247,typnotnull,16,1,25,-1,-1,0,True,c,p,,True,False,False,,,False,True,0,-1,0,,,,
1247,typbasetype,26,4,26,-1,-1,0,True,i,p,,True,False,False,,,False,True,0,-1,0,,,,
1247,typtypmod,23,4,27,-1,-1,0,True,i,p,,True,False,False,,,False,True,0,-1,0,,,,
1247,typndims,23,4,28,-1,-1,0,True,i,p,,True,False,False,,,False,True,0,-1,0,,,,
1247,typcollation,26,4,29,-1,-1,0,True,i,p,,True,False,False,,,False,True,0,-1,0,,,,
1247,typdefaultbin,194,-1,30,-1,-1,0,False,i,x,,False,False,False,,,False,True,0,-1,950,,,,
1247,typdefault,25,-1,31,-1,-1,0,False,i,x,,False,False,False,,,False,True,0,-1,950,,,,
1247,typacl,1034,-1,32,-1,-1,1,False,d,x,,False,False,False,,,False,True,0,-1,0,,,,
1247,ctid,27,6,-1,-1,-1,0,False,s,p,,True,False,False,,,False,True,0,0,0,,,,
1247,xmin,28,4,-2,-1,-1,0,True,i,p,,True,False,False,,,False,True,0,0,0,,,,
1247,cmin,29,4,-3,-1,-1,0,True,i,p,,True,False,False,,,False,True,0,0,0,,,,
1247,xmax,28,4,-4,-1,-1,0,True,i,p,,True,False,False,,,False,True,0,0,0,,,,
1247,cmax,29,4,-5,-1,-1,0,True,i,p,,True,False,False,,,False,True,0,0,0,,,,
1247,tableoid,26,4,-6,-1,-1,0,True,i,p,,True,False,False,,,False,True,0,0,0,,,,
1249,attrelid,26,4,1,-1,-1,0,True,i,p,,True,False,False,,,False,True,0,-1,0,,,,
1249,attname,19,64,2,-1,-1,0,False,c,p,,True,False,False,,,False,True,0,-1,950,,,,
1249,atttypid,26,4,3,-1,-1,0,True,i,p,,True,False,False,,,False,True,0,-1,0,,,,
1249,attlen,21,2,4,-1,-1,0,True,s,p,,True,False,False,,,False,True,0,-1,0,,,,
1249,attnum,21,2,5,-1,-1,0,True,s,p,,True,False,False,,,False,True,0,-1,0,,,,
1249,attcacheoff,23,4,6,-1,-1,0,True,i,p,,True,False,False,,,False,True,0,-1,0,,,,
1249,atttypmod,23,4,7,-1,-1,0,True,i,p,,True,False,False,,,False,True,0,-1,0,,,,
1249,attndims,21,2,8,-1,-1,0,True,s,p,,True,False,False,,,False,True,0,-1,0,,,,
1249,attbyval,16,1,9,-1,-1,0,True,c,p,,True,False,False,,,False,True,0,-1,0,,,,
1249,attalign,18,1,10,-1,-1,0,True,c,p,,True,False,False,,,False,True,0,-1,0,,,,
1249,attstorage,18,1,11,-1,-1,0,True,c,p,,True,False,False,,,False,True,0,-1,0,,,,
1249,attcompression,18,1,12,-1,-1,0,True,c,p,,True,False,False,,,False,True,0,-1,0,,,,
1249,attnotnull,16,1,13,-1,-1,0,True,c,p,,True,False,False,,,False,True,0,-1,0,,,,
1249,atthasdef,16,1,14,-1,-1,0,True,c,p,,True,False,False,,,False,True,0,-1,0,,,,
1249,atthasmissing,16,1,15,-1,-1,0,True,c,p,,True,False,False,,,False,True,0,-1,0,,,,
1249,attidentity,18,1,16,-1,-1,0,True,c,p,,True,False,False,,,False,True,0,-1,0,,,,
1249,attgenerated,18,1,17,-1,-1,0,True,c,p,,True,False,False,,,False,True,0,-1,0,,,,
1249,attisdropped,16,1,18,-1,-1,0,True,c,p,,True,False,False,,,False,True,0,-1,0,,,,
1249,attislocal,16,1,19,-1,-1,0,True,c,p,,True,False,False,,,False,True,0,-1,0,,,,
1249,attinhcount,21,2,20,-1,-1,0,True,s,p,,True,False,False,,,False,True,0,-1,0,,,,
1249,attstattarget,21,2,21,-1,-1,0,True,s,p,,True,False,False,,,False,True,0,-1,0,,,,
1249,attcollation,26,4,22,-1,-1,0,True,i,p,,True,False,False,,,False,True,0,-1,0,,,,
1249,attacl,1034,-1,23,-1,-1,1,False,d,x,,False,False,False,,,False,True,0,-1,0,,,,
1249,attoptions,1009,-1,24,-1,-1,1,False,i,x,,False,False,False,,,False,True,0,-1,950,,,,
1249,attfdwoptions,1009,-1,25,-1,-1,1,False,i,x,,False,False,False,,,False,True,0,-1,950,,,,
1249,attmissingval,2277,-1,26,-1,-1,0,False,d,x,,False,False,False,,,False,True,0,-1,0,,,,
1249,ctid,27,6,-1,-1,-1,0,False,s,p,,True,False,False,,,False,True,0,0,0,,,,
1249,xmin,28,4,-2,-1,-1,0,True,i,p,,True,False,False,,,False,True,0,0,0,,,,
1249,cmin,29,4,-3,-1,-1,0,True,i,p,,True,False,False,,,False,True,0,0,0,,,,
1249,xmax,28,4,-4,-1,-1,0,True,i,p,,True,False,False,,,False,True,0,0,0,,,,
1249,cmax,29,4,-5,-1,-1,0,True,i,p,,True,False,False,,,False,True,0,0,0,,,,
1249,tableoid,26,4,-6,-1,-1,0,True,i,p,,True,False,False,,,False,True,0,0,0,,,,
1259,oid,26,4,1,-1,-1,0,True,i,p,,True,False,False,,,False,True,0,-1,0,,,,
1259,relname,19,64,2,-1,-1,0,False,c,p,,True,False,False,,,False,True,0,-1,950,,,,
1259,relnamespace,26,4,3,-1,-1,0,True,i,p,,True,False,False,,,False,True,0,-1,0,,,,
1259,reltype,26,4,4,-1,-1,0,True,i,p,,True,False,False,,,False,True,0,-1,0,,,,
1259,reloftype,26,4,5,-1,-1,0,True,i,p,,True,False,False,,,False,True,0,-1,0,,,,
1259,relowner,26,4,6,-1,-1,0,True,i,p,,True,False,False,,,False,True,0,-1,0,,,,
1259,relam,26,4,7,-1,-1,0,True,i,p,,True,False,False,,,False,True,0,-1,0,,,,
1259,relfilenode,26,4,8,-1,-1,0,True,i,p,,True,False,False,,,False,True,0,-1,0,,,,
1259,reltablespace,26,4,9,-1,-1,0,True,i,p,,True,False,False,,,False,True,0,-1,0,,,,
1259,relpages,23,4,10,-1,-1,0,True,i,p,,True,False,False,,,False,True,0,-1,0,,,,
1259,reltuples,700,4,11,-1,-1,0,True,i,p,,True,False,False,,,False,True,0,-1,0,,,,
1259,relallvisible,23,4,12,-1,-1,0,True,i,p,,True,False,False,,,False,True,0,-1,0,,,,
