2619,1259,0,i,{postgres=arwdDxt/postgres}
1247,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
3118,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
1260,1259,0,i,{postgres=arwdDxt/postgres}
12005,1259,0,i,{postgres=arwdDxt/postgres}
12000,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
3429,1259,0,i,{postgres=arwdDxt/postgres}
12114,1259,0,i,{postgres=arwdDxt/postgres}
12104,1259,0,i,"{postgres=arwdDxt/postgres,=rw/postgres}"
12110,1259,0,i,{postgres=arwdDxt/postgres}
12138,1259,0,i,"{postgres=arwdDxt/postgres,pg_read_all_stats=r/postgres}"
12118,1259,0,i,{postgres=arwdDxt/postgres}
12130,1259,0,i,{postgres=arwdDxt/postgres}
12134,1259,0,i,"{postgres=arwdDxt/postgres,pg_read_all_stats=r/postgres}"
12033,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
1418,1259,0,i,{postgres=arwdDxt/postgres}
12336,1259,0,i,{postgres=arwdDxt/postgres}
6100,1259,0,i,{postgres=arwdDxt/postgres}
1249,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
1255,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
1259,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
2604,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
2606,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
2611,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
2610,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
2617,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12209,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
2753,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
2616,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
2601,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
2602,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
2603,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
2612,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
2995,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
2600,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
3381,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
2618,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
2620,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
3466,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
2609,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
2605,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
3501,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
2615,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
2607,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
2608,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
1262,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
2964,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
1213,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
1261,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
1214,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
2396,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
3602,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
3603,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
3600,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
3601,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
3764,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
3079,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
2328,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
1417,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
3256,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
6000,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
826,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
3394,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
3596,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
3592,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
3456,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
6243,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
3350,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
3541,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
3576,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
2224,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
6104,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
6237,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
6106,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
6102,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12010,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12014,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12018,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12023,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12028,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12038,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12043,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12048,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12053,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12058,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12063,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12068,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12073,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12077,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12081,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12085,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12090,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12095,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12099,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12122,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12126,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12142,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12147,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12166,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12152,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12157,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12161,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12170,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12175,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12179,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12183,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12188,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12192,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12196,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12201,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12205,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12214,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12218,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12222,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12227,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12232,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12236,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12240,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12244,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12249,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12253,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12257,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12262,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12266,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12271,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12275,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12280,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12285,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12289,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12293,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12297,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12301,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12306,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12311,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12316,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12321,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12326,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12331,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
12340,1259,0,i,"{postgres=arwdDxt/postgres,=r/postgres}"
2613,1259,0,i,{postgres=arwdDxt/postgres}
6100,1259,1,i,{=r/postgres}
6100,1259,2,i,{=r/postgres}
6100,1259,3,i,{=r/postgres}
6100,1259,4,i,{=r/postgres}
6100,1259,5,i,{=r/postgres}
6100,1259,6,i,{=r/postgres}
6100,1259,7,i,{=r/postgres}
6100,1259,8,i,{=r/postgres}
6100,1259,9,i,{=r/postgres}
6100,1259,10,i,{=r/postgres}
6100,1259,11,i,{=r/postgres}
6100,1259,12,i,{=r/postgres}
6100,1259,14,i,{=r/postgres}
6100,1259,15,i,{=r/postgres}
6100,1259,16,i,{=r/postgres}
6100,1259,17,i,{=r/postgres}
767,1255,0,i,{postgres=X/postgres}
765,1255,0,i,{postgres=X/postgres}
2307,1255,0,i,{postgres=X/postgres}
3776,1255,0,i,{postgres=X/postgres}
3777,1255,0,i,{postgres=X/postgres}
6170,1255,0,i,{postgres=X/postgres}
3401,1255,0,i,{postgres=X/postgres}
6250,1255,0,i,{postgres=X/postgres}
3098,1255,0,i,{postgres=X/postgres}
2848,1255,0,i,{postgres=X/postgres}
6305,1255,0,i,{postgres=X/postgres}
3071,1255,0,i,{postgres=X/postgres}
3072,1255,0,i,{postgres=X/postgres}
2622,1255,0,i,{postgres=X/postgres}
2621,1255,0,i,{postgres=X/postgres}
3800,1255,0,i,{postgres=X/postgres}
3801,1255,0,i,{postgres=X/postgres}
3826,1255,0,i,{postgres=X/postgres}
6208,1255,0,i,{postgres=X/postgres}
2624,1255,0,i,{postgres=X/postgres}
3293,1255,0,i,{postgres=X/postgres}
3828,1255,0,i,{postgres=X/postgres}
6209,1255,0,i,{postgres=X/postgres}
3827,1255,0,i,{postgres=X/postgres}
2623,1255,0,i,{postgres=X/postgres}
2625,1255,0,i,{postgres=X/postgres}
3297,1255,0,i,{postgres=X/postgres}
6004,1255,0,i,{postgres=X/postgres}
6005,1255,0,i,{postgres=X/postgres}
6013,1255,0,i,{postgres=X/postgres}
6008,1255,0,i,{postgres=X/postgres}
6009,1255,0,i,{postgres=X/postgres}
6006,1255,0,i,{postgres=X/postgres}
6011,1255,0,i,{postgres=X/postgres}
6010,1255,0,i,{postgres=X/postgres}
3400,1255,0,i,{postgres=X/postgres}
