1247,12002,0,1259,12000,0,i
1247,12001,0,1247,12002,0,i
2618,12003,0,1259,12000,0,i
1247,12007,0,1259,12005,0,i
1247,12006,0,1247,12007,0,i
2618,12008,0,1259,12005,0,i
1247,12012,0,1259,12010,0,i
1247,12011,0,1247,12012,0,i
2618,12013,0,1259,12010,0,i
1247,12016,0,1259,12014,0,i
1247,12015,0,1247,12016,0,i
2618,12017,0,1259,12014,0,i
2618,12017,0,1259,12005,1,n
2618,12017,0,1259,12005,2,n
2618,12017,0,1259,12005,3,n
2618,12017,0,1259,12005,4,n
2618,12017,0,1259,12005,5,n
2618,12017,0,1259,12005,6,n
2618,12017,0,1259,12005,8,n
2618,12017,0,1259,12005,9,n
1247,12020,0,1259,12018,0,i
1247,12019,0,1247,12020,0,i
2618,12021,0,1259,12018,0,i
1247,12025,0,1259,12023,0,i
1247,12024,0,1247,12025,0,i
2618,12026,0,1259,12023,0,i
1247,12030,0,1259,12028,0,i
1247,12029,0,1247,12030,0,i
2618,12031,0,1259,12028,0,i
1247,12035,0,1259,12033,0,i
1247,12034,0,1247,12035,0,i
2618,12036,0,1259,12033,0,i
1247,12040,0,1259,12038,0,i
1247,12039,0,1247,12040,0,i
2618,12041,0,1259,12038,0,i
1247,12045,0,1259,12043,0,i
1247,12044,0,1247,12045,0,i
2618,12046,0,1259,12043,0,i
1247,12050,0,1259,12048,0,i
1247,12049,0,1247,12050,0,i
2618,12051,0,1259,12048,0,i
1247,12055,0,1259,12053,0,i
1247,12054,0,1247,12055,0,i
2618,12056,0,1259,12053,0,i
1247,12060,0,1259,12058,0,i
1247,12059,0,1247,12060,0,i
2618,12061,0,1259,12058,0,i
1247,12065,0,1259,12063,0,i
1247,12064,0,1247,12065,0,i
2618,12066,0,1259,12063,0,i
1247,12070,0,1259,12068,0,i
1247,12069,0,1247,12070,0,i
2618,12071,0,1259,12068,0,i
1247,12075,0,1259,12073,0,i
1247,12074,0,1247,12075,0,i
2618,12076,0,1259,12073,0,i
1247,12079,0,1259,12077,0,i
1247,12078,0,1247,12079,0,i
2618,12080,0,1259,12077,0,i
1247,12083,0,1259,12081,0,i
1247,12082,0,1247,12083,0,i
2618,12084,0,1259,12081,0,i
1247,12087,0,1259,12085,0,i
1247,12086,0,1247,12087,0,i
2618,12088,0,1259,12085,0,i
1247,12092,0,1259,12090,0,i
1247,12091,0,1247,12092,0,i
2618,12093,0,1259,12090,0,i
1247,12097,0,1259,12095,0,i
1247,12096,0,1247,12097,0,i
2618,12098,0,1259,12095,0,i
1247,12101,0,1259,12099,0,i
1247,12100,0,1247,12101,0,i
2618,12102,0,1259,12099,0,i
1247,12106,0,1259,12104,0,i
1247,12105,0,1247,12106,0,i
2618,12107,0,1259,12104,0,i
2618,12108,0,1259,12104,0,a
2618,12108,0,1259,12104,1,n
2618,12108,0,1259,12104,2,n
2618,12108,0,1259,12104,1,n
2618,12109,0,1259,12104,0,a
2618,12109,0,1259,12104,0,n
1247,12112,0,1259,12110,0,i
1247,12111,0,1247,12112,0,i
2618,12113,0,1259,12110,0,i
1247,12116,0,1259,12114,0,i
1247,12115,0,1247,12116,0,i
2618,12117,0,1259,12114,0,i
1247,12120,0,1259,12118,0,i
1247,12119,0,1247,12120,0,i
2618,12121,0,1259,12118,0,i
1247,12124,0,1259,12122,0,i
1247,12123,0,1247,12124,0,i
2618,12125,0,1259,12122,0,i
1247,12128,0,1259,12126,0,i
1247,12127,0,1247,12128,0,i
2618,12129,0,1259,12126,0,i
1247,12132,0,1259,12130,0,i
1247,12131,0,1247,12132,0,i
2618,12133,0,1259,12130,0,i
1247,12136,0,1259,12134,0,i
1247,12135,0,1247,12136,0,i
2618,12137,0,1259,12134,0,i
1247,12140,0,1259,12138,0,i
1247,12139,0,1247,12140,0,i
2618,12141,0,1259,12138,0,i
1247,12144,0,1259,12142,0,i
1247,12143,0,1247,12144,0,i
2618,12145,0,1259,12142,0,i
1247,12149,0,1259,12147,0,i
1247,12148,0,1247,12149,0,i
2618,12150,0,1259,12147,0,i
1247,12154,0,1259,12152,0,i
1247,12153,0,1247,12154,0,i
2618,12155,0,1259,12152,0,i
2618,12155,0,1259,12142,1,n
2618,12155,0,1259,12142,2,n
2618,12155,0,1259,12142,3,n
2618,12155,0,1259,12142,4,n
2618,12155,0,1259,12142,5,n
2618,12155,0,1259,12142,6,n
2618,12155,0,1259,12142,7,n
2618,12155,0,1259,12142,8,n
2618,12155,0,1259,12142,9,n
2618,12155,0,1259,12142,10,n
2618,12155,0,1259,12142,11,n
2618,12155,0,1259,12142,12,n
2618,12155,0,1259,12142,13,n
2618,12155,0,1259,12142,14,n
2618,12155,0,1259,12142,15,n
2618,12155,0,1259,12142,16,n
2618,12155,0,1259,12142,17,n
2618,12155,0,1259,12142,18,n
2618,12155,0,1259,12142,19,n
2618,12155,0,1259,12142,20,n
2618,12155,0,1259,12142,21,n
2618,12155,0,1259,12142,22,n
2618,12155,0,1259,12142,23,n
2618,12155,0,1259,12142,24,n
2618,12155,0,1259,12142,25,n
2618,12155,0,1259,12142,26,n
1247,12159,0,1259,12157,0,i
1247,12158,0,1247,12159,0,i
2618,12160,0,1259,12157,0,i
2618,12160,0,1259,12147,1,n
2618,12160,0,1259,12147,2,n
2618,12160,0,1259,12147,3,n
2618,12160,0,1259,12147,4,n
2618,12160,0,1259,12147,5,n
2618,12160,0,1259,12147,6,n
2618,12160,0,1259,12147,7,n
2618,12160,0,1259,12147,8,n
2618,12160,0,1259,12147,9,n
2618,12160,0,1259,12147,10,n
2618,12160,0,1259,12147,11,n
2618,12160,0,1259,12147,12,n
1247,12163,0,1259,12161,0,i
1247,12162,0,1247,12163,0,i
2618,12164,0,1259,12161,0,i
2618,12164,0,1259,12142,1,n
2618,12164,0,1259,12142,2,n
2618,12164,0,1259,12142,3,n
2618,12164,0,1259,12142,4,n
2618,12164,0,1259,12142,5,n
2618,12164,0,1259,12142,6,n
2618,12164,0,1259,12142,7,n
